Legales	Psicológicas	Sociales	Expediente	N° de expediente	Digital	Presencial	Aviso	Interna	Externa	Atención a mujer víctima	Atención a familiares	Edad	Procedencia	Discapacidad	Orientación sexual	Etnia	Nacionalidad	Embarazo	Nivel académico	Violencia LCVIF	Violencia Delitos	Discriminación	Acciones positivas	Grupo de Autoayuda	Modalidad de violencia	Física	Psicológica y emocional	Económica	Patrimonial	Sexual	Simbólica	Feminicida	Intervención Inicial	Primeros auxilios psicológicos	Evaluación del Riesgo legal	Toma de denuncia legal	Solicitud de medidas	Solicitud de repación del daño	Hijos e hijas	Persona adulta mayor	Usuaria	VIF derivados a FGR	Otras derivación Realizada	Gestión de  Red de apoyo	Gestión de albergue o casas de acogida	Acompañamiento administrativo	Acompañamiento judicial	Representación Legal	Preparación de prueba	audiencia etapa judicial	audiencia etapa administrativa	Recursos	Monto efectivo en concepto de reparación	Monto efectivo en concepto de cuota alimenticia	Judicialización de certificación a FGR	Informes	Reportes	Monitoreo de Medidas legal	Presenciales	Virtuales	Otras diligencias	Intervención Inicial.1	Atención en Crisis	Primeros auxilios psicológicos.1	Evaluación de Riesgo psico	Plan de seguridad psico	Toma de denuncia psico	Solicitud de medidas.1	Solicitud de repación del daño.1	Hijos e hijas.1	Persona adulta mayor.1	Usuaria.1	Derivación Realizada	Gestión de Red de apoyo	Gestión de  albergue o casa de acogida	Acompañamiento administrativo.1	Acompañamiento judicial.1	Presenciales.1	Virtuales.1	Evaluación de Ingreso a GAA	Informe Psicológico	Reporte Psicológico	Monitoreo de Medidas psico	Evaluación de Egreso de GAA	Presencial.1	Virtual	Otras diligencias.1	Intervención Inicial.2	Primeros auxilios psicológicos.2	Evaluación del riesgo social	Plan de Seguridad social	Toma de Denuncia social	Solicitud de medidas.2	Solicitud de repación del daño.2	Hijos e hijas.2	Persona adulta mayor.2	Usuaria.2	Derivación Realizada.1	Gestión de Redes de Apoyo	Gestión de albergue o casas de acogida.1	Acompañamiento administrativo.2	Acompañamiento judicial.2	Investigaciones	Entrevistas realizadas	Visitas realizadas	Evaluación de Ingreso a GAA.1	Informes de Trabajo Social	Reporte de Trabajo Social	Monitoreo de medidas social	Evaluación de Egreso de GAA.1	Presencial.2	Virtuales.2	Otras diligencias.2	Sexo	Edad.1	Adminsitrativo	Judicial	Expedientes finalizados	mes	pad
	1.0			S/N		1.0				1.0		29.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0							True																																																																																												marzo	soyapango
	1.0			S/N		1.0				1.0		77.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0							True	True	True																																																																																										marzo	soyapango
	1.0			S/N		1.0				1.0		26.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0							True																																																																																												marzo	soyapango
1.0				S/N		1.0				1.0		36.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Universitaria	1.0							True	True																																																																																											marzo	soyapango
	1.0			S/N		1.0				1.0		55.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0							True																																																																																												marzo	soyapango
		1.0		S/N		1.0				1.0		36.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Universitaria	1.0							True																																																																																												marzo	soyapango
		1.0		S/N		1.0				1.0		53.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0							True		True																																																																																										marzo	soyapango
		1.0		S/N		1.0				1.0		71.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0							True																																																																																												marzo	soyapango
	1.0			S/N		1.0				1.0		67.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0							True		True																																																																																										marzo	soyapango
	1.0			S/N		1.0				1.0		62.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0							True	True																																																																																											marzo	soyapango
	1.0			S/N		1.0				1.0		22.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0							True	True																																																																																											marzo	soyapango
	1.0			S/N		1.0				1.0		14.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0							True	True																																																																																											marzo	soyapango
	1.0			S/N		1.0				1.0		34.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Universitaria	1.0							True																																																																																												marzo	soyapango
	1.0			S/N		1.0				1.0		13.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0							True																																																																																												marzo	soyapango
	1.0			S/N		1.0				1.0		49.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0							True	True																																																																																											marzo	soyapango
	1.0			S/N		1.0				1.0		50.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0							True	True																																																																																											marzo	soyapango
	1.0			S/N		1.0				1.0		66.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0							True		True																																																																																										marzo	soyapango
	1.0			S/N		1.0				1.0		54.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0							True	True																																																																																											marzo	soyapango
		1.0		S/N		1.0				1.0		25.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Universitaria	1.0							True	True																																																																																											marzo	soyapango
		1.0		S/N		1.0				1.0		35.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Universitaria	1.0							True																																																																																												marzo	soyapango
		1.0		S/N		1.0				1.0		53.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0							True																																																																																												marzo	soyapango
		1.0		S/N		1.0				1.0		35.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0							True																																																																																												marzo	soyapango
		1.0		S/N		1.0				1.0		60.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0			1.0		Familiar		True	True																																																																																											marzo	soyapango
		1.0		S/N		1.0				1.0		50.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato				1.0		Familiar		True																																																																																												marzo	soyapango
		1.0		S/N		1.0				1.0		55.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0					Familiar		True	True																																																																																											marzo	soyapango
		1.0		S/N		1.0				1.0		71.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0									True																																																																																										marzo	soyapango
			Nuevo	26-UIAEM14-25		1.0				1.0		32.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria				1.0				True	True	True																																																																															1.0										True	marzo	soyapango
			Nuevo	27-UIAEM14-25		1.0				1.0		66.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0					Familiar		True	True	True																				1.0	1.0										2.0	1.0	1.0	1.0	1.0			1.0																																		1.0										1.0	1.0	1.0				Favorable		marzo	soyapango
			Nuevo	28-UIAEM14-25		1.0				1.0		36.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Universitaria	1.0					Familiar		True	True																			1.0		1.0	2.0									1.0	2.0	1.0																																								1.0																Favorable		marzo	soyapango
			Nuevo	29-UIAEM14-25		1.0				1.0		47.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Universitaria	1.0					Familiar		True	True	True	True																			1.0											1.0	1.0																												1.0	1.0		1.0	Protección								1.0							1.0			1.0	2.0	1.0				Favorable		marzo	soyapango
			Nuevo	30-UIAEM14-25		1.0				1.0		67.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Universitaria	1.0					Familiar	True	True																					1.0	1.0	1.0										3.0	1.0																																																								Favorable	True	marzo	soyapango
			Nuevo	31-UIAEM14-25		1.0				1.0		33.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato		1.0				Familiar		True	True																																1.0	1.0																																																										marzo	soyapango
			Nuevo	32-UIAEM14-25		1.0				1.0		41.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True	True	True																															2.0	1.0																																																										marzo	soyapango
			Nuevo	33-UIAEM14-25		1.0				1.0		50.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Comunitaria		True																																			1.0	1.0	1.0			1.0											1.0							1.0	1.0	1.0																																marzo	soyapango
			Nuevo	34-UIAEM14-25		1.0				1.0		26.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True																																																																																												marzo	soyapango
			Nuevo	35-UIAEM14-25		1.0				1.0		46.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True	True																																																																																											marzo	soyapango
			Nuevo	36-UIAEM14-25		1.0				1.0		35.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Universitaria	1.0					Familiar		True	True	True																													2.0	2.0	2.0	1.0																																																										marzo	soyapango
			Nuevo	37-UIAEM14-25		1.0				1.0		45.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Universitaria				1.0		Familiar		True		True																																																											1.0																															marzo	soyapango
			Seguimiento a expedientes activos	125-UIAEM-14-24		1.0				1.0		22.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar	True	True	True																																																										2.0																																	marzo	soyapango
			Seguimiento a expedientes activos	47-UIAEM-14-24		1.0				1.0		44.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Universitaria	1.0					Familiar	True	True	True	True																																																									1.0																																	marzo	soyapango
			Seguimiento a expedientes activos	7-UIAEM-14-24		1.0				1.0		57.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0					Familiar	True	True	True	True	True	True																																1.0	1.0														1.0							1.0														1.0									1.0			1.0	1.0							marzo	soyapango
			Seguimiento a expedientes activos	26-UIAEM-14-24		1.0				1.0		42.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar	True	True	True	True																																																									2.0																																	marzo	soyapango
			Seguimiento a expedientes activos	27-UIAEM-14-24		1.0				1.0		61.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato		1.0				Comunitaria		True																																				1.0	1.0														1.0							1.0	2.0																																	marzo	soyapango
			Seguimiento a expedientes activos	52-UIAEM-14-24		1.0				1.0		44.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True	True	True																																																	1.0							1.0	1.0																																	marzo	soyapango
			Seguimiento a expedientes activos	26-UIAEM-14-24		1.0				1.0		42.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar	True	True	True	True																																																									2.0																																	marzo	soyapango
			Seguimiento a expedientes activos	4-UIAEM14-25		1.0				1.0		33.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar	True	True		True																																				1.0	1.0												1.0							1.0	1.0																																	marzo	soyapango
			Seguimiento a expedientes activos	93-UIAEM-14-24		1.0				1.0		41.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Primaria	1.0					Familiar	True	True	True																																																										1.0																																	marzo	soyapango
			Seguimiento a expedientes activos	13-UIAEM-14-25		1.0				1.0		30.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar	True	True					True																																																						2.0																																	marzo	soyapango
			Seguimiento a expedientes activos	141-UIAEM-14-24		1.0				1.0		52.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0					Familiar		True	True		True																																																1.0							1.0	1.0																																	marzo	soyapango
			Seguimiento a expedientes activos	138-UIAEM-14-24		1.0				1.0		21.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True	True																																																		1.0							1.0	1.0																																	marzo	soyapango
			Seguimiento a expedientes activos	126-UIAEM-14-24		1.0				1.0		48.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato		1.0				Familiar		True																																				1.0	1.0														1.0							1.0	1.0																																	marzo	soyapango
			Seguimiento a expedientes activos	122-UIAEM-14-24		1.0				1.0		44.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Primaria	1.0					Familiar	True	True	True	True			True																																														1.0					1.0		1.0	1.0	1.0																																marzo	soyapango
			Seguimiento a expedientes activos	38-UIAEM-14-24		1.0				1.0		57.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Primaria	1.0					Familiar		True	True	True	True																																																1.0							1.0	2.0																																	marzo	soyapango
			Seguimiento a expedientes activos	09-UIAEM-14-24		1.0				1.0		55.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0					Comunitaria	True			True		True																																															1.0							1.0	2.0																																	marzo	soyapango
			Seguimiento a expedientes activos	94-UIAEM-14-24		1.0				1.0		39.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True	True																																																		1.0							1.0	1.0	1.0																																marzo	soyapango
			Seguimiento a expedientes activos	125-UIAEM-14-24		1.0				1.0		22.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar	True	True	True																																																		1.0							1.0	2.0																																	marzo	soyapango
			Seguimiento a expedientes activos	2-UIAEM14-2024		1.0				1.0		36.0	Rural	Visual	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0					Familiar		True	True																																																																							1.0									1.0			1.0	3.0							marzo	soyapango
			Seguimiento a expedientes activos	72- UAEM14 -2024 		1.0				1.0		67.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True	True																																																																							1.0												1.0	1.0							marzo	soyapango
			Seguimiento a expedientes activos	11-UAEM14 -2024		1.0				1.0		72.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Ninguna				1.0		Familiar				True																													2.0																																									1.0												1.0								marzo	soyapango
			Seguimiento a expedientes activos	137-UIAEM14-2024		1.0				1.0		56.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0					Familiar		True	True	True																																																																						2.0								1.0				1.0	2.0							marzo	soyapango
			Seguimiento a expedientes activos	6-UIAEM14-2025		1.0				1.0		31.0	Urbana	Psíquica	HETEROSEXUAL	Otra	Salvadoreña		Secundaria				1.0		Familiar	True	True																																																																																1.0				1.0							True	marzo	soyapango
			Seguimiento a expedientes activos	14-UAEM14 -2025		1.0				1.0		67.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Ninguna				1.0		Familiar				True																																																																														1.0				1.0							True	marzo	soyapango
			Seguimiento a expedientes activos	19-UAEM14 -2025		1.0				1.0		37.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria				1.0		Familiar		True																																																																																1.0				1.0							True	marzo	soyapango
